date,meeting_date,lm_positive,lm_negative,lm_polarity,lm_subjectivity,lm_net
2011-01-26,2011-01-26,0.022727272727272728,0.025,-0.00010822510307153189,0.00020841603720024755,-0.0022727272727272726
2011-03-15,2011-03-15,0.02145922746781116,0.008583690987124463,0.0009196811115003989,0.00012570258715160267,0.012875536480686695
2011-04-27,2011-04-27,0.021413276231263382,0.008565310492505354,0.0009177117729318755,0.00012756845360085227,0.01284796573875803
2011-06-22,2011-06-22,0.013071895424836602,0.023965141612200435,-0.0006407791497990991,0.0001582779353793124,-0.010893246187363835
2011-08-09,2011-08-09,0.015180265654648957,0.024667931688804556,-0.0004517935991600951,0.00015151405776402834,-0.009487666034155597
2011-09-21,2011-09-21,0.016778523489932886,0.020134228187919462,-0.00015253202479338873,0.00011945874290742268,-0.003355704697986577
2011-11-02,2011-11-02,0.018404907975460124,0.014314928425357873,0.000255623705904909,0.0001308793450797546,0.00408997955010225
2011-12-13,2011-12-13,0.020785219399538105,0.013856812933025405,0.0004618937336412646,0.00015328332822690346,0.006928406466512702
2012-01-25,2012-01-25,0.018957345971563982,0.02132701421800948,-0.000139392241591368,0.00017984089290059183,-0.002369668246445498
2012-03-13,2012-03-13,0.018475750577367205,0.023094688221709007,-0.00025660763265189827,0.00018393999387228416,-0.004618937644341801
2012-04-25,2012-04-25,0.02262443438914027,0.01809954751131222,0.00025138259035808135,0.000176294293178174,0.004524886877828055
2012-06-20,2012-06-20,0.021739130434782608,0.025691699604743084,-0.00016469037521958744,0.00017632278759554984,-0.003952569169960474
2012-08-01,2012-08-01,0.02386117136659436,0.02386117136659436,0.0,0.00020307379800048902,0.0
2012-09-13,2012-09-13,0.02654867256637168,0.017699115044247787,0.0003539822867256643,0.00015205425243493203,0.008849557522123894
2012-10-24,2012-10-24,0.02717391304347826,0.018115942028985508,0.0003623188260869571,0.00015671230074654487,0.009057971014492754
2012-12-12,2012-12-12,0.02318840579710145,0.015942028985507246,0.000268384316415181,0.00010750119416238326,0.007246376811594203
2013-01-30,2013-01-30,0.023112480739599383,0.01694915254237288,0.0002370510753913626,0.00011612067584304809,0.0061633281972265025
2013-03-20,2013-03-20,0.023183925811437404,0.017001545595054096,0.00023778384533074855,0.0001161429806079437,0.0061823802163833074
2013-05-01,2013-05-01,0.022288261515601784,0.014858841010401188,0.0002971768083209514,0.00010347382290398092,0.007429420505200594
2013-06-19,2013-06-19,0.021398002853067047,0.017118402282453638,0.00015850371896702556,0.00010466414410558842,0.0042796005706134095
2013-07-31,2013-07-31,0.02130681818181818,0.019886363636363636,4.8981189533564e-05,0.0001107343594286222,0.0014204545454545455
2013-09-18,2013-09-18,0.02493765586034913,0.0199501246882793,0.0001385425287090916,0.00010487799169100569,0.004987531172069825
2013-10-30,2013-10-30,0.023076923076923078,0.019230769230769232,0.00011655011301829496,0.00010049333065842988,0.0038461538461538464
2013-12-18,2013-12-18,0.021566401816118047,0.02043132803632236,3.067766889508156e-05,8.897824102428426e-05,0.0011350737797956867
2014-01-29,2014-01-29,0.022511848341232227,0.018957345971563982,0.00010155720766031539,9.05440921883234e-05,0.0035545023696682463
2014-03-19,2014-03-19,0.02249718785151856,0.019122609673790775,9.120481314926949e-05,8.425060210740635e-05,0.003374578177727784
2014-04-30,2014-04-30,0.023086269744835967,0.01701093560145808,0.00018410102906899566,8.774005527035884e-05,0.006075334143377886
2014-06-18,2014-06-18,0.025925925925925925,0.013580246913580247,0.0003858024570794757,8.701800165746293e-05,0.012345679012345678
2014-07-30,2014-07-30,0.02549246813441483,0.013904982618771726,0.0003408083874951388,8.139969147063403e-05,0.011587485515643106
2014-09-17,2014-09-17,0.026460859977949284,0.013230429988974642,0.00036751193392951966,7.890912502587435e-05,0.013230429988974642
2014-10-29,2014-10-29,0.02194787379972565,0.01646090534979424,0.0001959631519274379,9.210738383072543e-05,0.0054869684499314125
2014-12-17,2014-12-17,0.021739130434782608,0.016304347826086956,0.00019409937194986716,9.145066867648773e-05,0.005434782608695652
2015-01-28,2015-01-28,0.02626970227670753,0.02276707530647986,0.00012509381589763768,0.00015041956267720192,0.0035026269702276708
2015-03-18,2015-03-18,0.023890784982935155,0.020477815699658702,0.00013126804430801562,0.0001356837937214375,0.0034129692832764505
2015-04-29,2015-04-29,0.019572953736654804,0.023131672597864767,-0.00014827994637208407,0.00013303621869620983,-0.0035587188612099642
2015-06-17,2015-06-17,0.02376599634369287,0.014625228519195612,0.00043527463758202947,0.0001238426604485349,0.009140767824497258
2015-07-29,2015-07-29,0.024029574861367836,0.0166358595194085,0.00033607795481279,0.000131178820159992,0.0073937153419593345
2015-09-17,2015-09-17,0.022033898305084745,0.01694915254237288,0.00022107589311460746,0.00011636731561519495,0.005084745762711864
2015-10-28,2015-10-28,0.020654044750430294,0.01549053356282272,0.00024588147341552855,0.00011225024286025704,0.0051635111876075735
2015-12-16,2015-12-16,0.023333333333333334,0.016666666666666666,0.00027777776620370416,0.00012307692269822486,0.006666666666666667
2016-01-27,2016-01-27,0.02112676056338028,0.022887323943661973,-7.04225323943663e-05,0.00014290287131214085,-0.0017605633802816902
2016-03-16,2016-03-16,0.022375215146299483,0.012048192771084338,0.0005163510929432027,0.00010997893868180475,0.010327022375215147
2016-04-27,2016-04-27,0.02218430034129693,0.011945392491467578,0.0005119453668941992,0.00010800535672392135,0.010238907849829351
2016-06-15,2016-06-15,0.023636363636363636,0.02181818181818182,7.272726981818193e-05,0.00015253203121481015,0.0018181818181818182
2016-07-27,2016-07-27,0.019130434782608695,0.01391304347826087,0.0002745995278814893,0.00010557021774856022,0.0052173913043478265
2016-09-21,2016-09-21,0.021207177814029365,0.013050570962479609,0.0003884098315780916,0.00010606114139457531,0.008156606851549755
2016-11-02,2016-11-02,0.0214168039538715,0.011532125205930808,0.0004942339126853389,0.00010361298445342554,0.009884678747940691
2016-12-14,2016-12-14,0.02018348623853211,0.012844036697247707,0.00040774717408540166,0.00011045994255959825,0.007339449541284404
2017-02-01,2017-02-01,0.019646365422396856,0.009823182711198428,0.0006548788037546416,0.00010304037772921296,0.009823182711198428
2017-03-15,2017-03-15,0.01694915254237288,0.005649717514124294,0.0009416195072190901,7.583513416329543e-05,0.011299435028248588
2017-05-03,2017-05-03,0.017077798861480076,0.013282732447817837,0.00023719163602941266,0.00010120177069365382,0.003795066413662239
2017-06-14,2017-06-14,0.016042780748663103,0.008912655971479501,0.0005092945905635008,7.972982952208554e-05,0.0071301247771836
2017-07-26,2017-07-26,0.01744186046511628,0.009689922480620155,0.0005537098164847363,9.486637360444077e-05,0.007751937984496124
2017-09-20,2017-09-20,0.02022058823529412,0.016544117647058824,0.00018382352022058867,0.000125050019582663,0.003676470588235294
2017-11-01,2017-11-01,0.0210727969348659,0.017241379310344827,0.00019157087164751004,0.00013303533372283123,0.0038314176245210726
2017-12-13,2017-12-13,0.014141414141414142,0.012121212121212121,0.00015540014344629823,9.655377266938414e-05,0.00202020202020202
2018-01-31,2018-01-31,0.01627906976744186,0.0069767441860465115,0.0009302324651162885,9.854158413113045e-05,0.009302325581395349
2018-03-21,2018-03-21,0.017543859649122806,0.006578947368421052,0.0009968101167174216,9.766318591044808e-05,0.010964912280701754
2018-05-02,2018-05-02,0.013953488372093023,0.0069767441860465115,0.0007751937123169777,8.831321717226294e-05,0.0069767441860465115
2018-06-13,2018-06-13,0.012121212121212121,0.015151515151515152,-0.0003367002992891924,0.00015151515067340067,-0.0030303030303030303
2018-08-01,2018-08-01,0.012578616352201259,0.012578616352201259,0.0,0.000143755614632268,0.0
2018-09-26,2018-09-26,0.013333333333333334,0.013333333333333334,0.0,0.00016260162502478685,0.0
2018-11-08,2018-11-08,0.012779552715654952,0.01597444089456869,-0.0003549875359918003,0.00017115472285160073,-0.003194888178913738
2018-12-19,2018-12-19,0.011764705882352941,0.014705882352941176,-0.0003267973493100985,0.00014871116902574692,-0.0029411764705882353
2019-01-30,2019-01-30,0.011869436201780416,0.011869436201780416,0.0,0.00013336445095615945,0.0
2019-03-20,2019-03-20,0.0084985835694051,0.019830028328611898,-0.0011331443626062436,0.00015312763105345604,-0.0113314447592068
2019-05-01,2019-05-01,0.00911854103343465,0.0182370820668693,-0.0010131711133626153,0.00015631784539420633,-0.00911854103343465
2019-06-19,2019-06-19,0.01092896174863388,0.01912568306010929,-0.0007451564151199087,0.0001573541604784765,-0.00819672131147541
2019-07-31,2019-07-31,0.009685230024213076,0.01694915254237288,-0.0006603565325275704,0.00012445973103797302,-0.007263922518159807
2019-09-18,2019-09-18,0.010050251256281407,0.020100502512562814,-0.000837520868230045,0.00014852587990304603,-0.010050251256281407
2019-10-30,2019-10-30,0.0111731843575419,0.019553072625698324,-0.0007618079551225882,0.0001643115337910625,-0.008379888268156424
2019-12-11,2019-12-11,0.012461059190031152,0.018691588785046728,-0.0006230528971962679,0.00017801513026893,-0.006230529595015576
2020-01-29,2020-01-29,0.012461059190031152,0.018691588785046728,-0.0006230528971962679,0.00017700368067087615,-0.006230529595015576
2020-03-03,2020-03-03,0.014388489208633094,0.02158273381294964,-0.0014388486330935827,0.0005620503509301935,-0.007194244604316547
2020-03-15,2020-03-15,0.019943019943019943,0.021367521367521368,-4.912073708209267e-05,0.00010986846064008738,-0.0014245014245014246
2020-04-29,2020-04-29,0.023148148148148147,0.027777777777777776,-0.0002104377008723604,0.00021670606684774408,-0.004629629629629629
2020-06-10,2020-06-10,0.02528735632183908,0.022988505747126436,0.00010946906977350352,0.0002063071019771727,0.0022988505747126436
2020-07-29,2020-07-29,0.02631578947368421,0.019736842105263157,0.0003132831931018028,0.0001910897567960897,0.006578947368421052
2020-09-16,2020-09-16,0.026929982046678635,0.01436265709156194,0.0005464054090744038,0.00013997504745174753,0.012567324955116697
2020-11-05,2020-11-05,0.02109704641350211,0.0189873417721519,0.00011103708054279634,0.0001559703814384577,0.002109704641350211
2020-12-16,2020-12-16,0.02459016393442623,0.018442622950819672,0.0002927400328984059,0.0001648765774726794,0.006147540983606557
2021-01-27,2021-01-27,0.026262626262626262,0.022222222222222223,0.00016835016133557828,0.00018227386579915272,0.00404040404040404
2021-03-17,2021-03-17,0.026530612244897958,0.018367346938775512,0.0003710574970484069,0.00016942626043112155,0.00816326530612245
2021-04-28,2021-04-28,0.03292181069958848,0.01646090534979424,0.0006858710276634671,0.00018564930775839627,0.01646090534979424
2021-06-16,2021-06-16,0.03512396694214876,0.014462809917355372,0.0008608815068296617,0.00018926250637496802,0.02066115702479339
2021-07-28,2021-07-28,0.03614457831325301,0.012048192771084338,0.0010040160224230271,0.00018185951283953902,0.024096385542168676
2021-09-22,2021-09-22,0.03488372093023256,0.013565891472868217,0.0008527131441860479,0.00017944300823576948,0.02131782945736434
2021-11-03,2021-11-03,0.022435897435897436,0.01282051282051282,0.00043706291719644076,0.00011300131456220813,0.009615384615384616
2021-12-15,2021-12-15,0.022598870056497175,0.015065913370998116,0.00037664781544256213,0.0001410666040690213,0.007532956685499058
2022-01-26,2022-01-26,0.020454545454545454,0.015909090909090907,0.00028409089133522836,0.00016680567062766374,0.004545454545454545
2022-03-16,2022-03-16,0.01675977653631285,0.0223463687150838,-0.00039904226998062,0.00020691082034119486,-0.00558659217877095
2022-05-04,2022-05-04,0.015424164524421594,0.02570694087403599,-0.0006426734816838071,0.00019493414788399733,-0.010282776349614395
2022-06-15,2022-06-15,0.013227513227513227,0.021164021164021163,-0.0006105005635390287,0.00017546701130646624,-0.007936507936507936
2022-07-27,2022-07-27,0.015479876160990712,0.018575851393188854,-0.00028145226824962495,0.00019460415634043094,-0.0030959752321981426
2022-09-21,2022-09-21,0.015432098765432098,0.018518518518518517,-0.0002805835884093483,0.0001929012334718715,-0.0030864197530864196
2022-11-02,2022-11-02,0.017721518987341773,0.02278481012658228,-0.00031645567642405185,0.00018840152988615127,-0.005063291139240506
2022-12-14,2022-12-14,0.017721518987341773,0.02278481012658228,-0.00031645567642405185,0.00018928191086281374,-0.005063291139240506
2023-02-01,2023-02-01,0.019830028328611898,0.025495750708215296,-0.00035410762659348575,0.000237307742405861,-0.0056657223796034
2023-03-22,2023-03-22,0.02077922077922078,0.02077922077922078,0.0,0.00019789733981211534,0.0
2023-05-03,2023-05-03,0.019943019943019943,0.022792022792022793,-0.00018993351060462256,0.0002237436780696286,-0.002849002849002849
2023-06-14,2023-06-14,0.019390581717451522,0.0221606648199446,-0.00018467219452139203,0.00020880023280701453,-0.002770083102493075
2023-07-26,2023-07-26,0.019830028328611898,0.0226628895184136,-0.00018885740006295332,0.00021903565787623628,-0.0028328611898017
2023-09-20,2023-09-20,0.019553072625698324,0.025139664804469275,-0.00034916198935056,0.00022686668631117214,-0.00558659217877095
2023-11-01,2023-11-01,0.019230769230769232,0.02197802197802198,-0.00018315017094017175,0.00020918168020106362,-0.0027472527472527475
2023-12-13,2023-12-13,0.018666666666666668,0.02666666666666667,-0.00047058820761245834,0.00022666666553333332,-0.008
2024-01-31,2024-01-31,0.025423728813559324,0.01694915254237288,0.0005649717137476485,0.0002354048951140406,0.00847457627118644
2024-03-20,2024-03-20,0.02586206896551724,0.017241379310344827,0.0005747126053639872,0.0002408013856707301,0.008620689655172414
2024-05-01,2024-05-01,0.023474178403755867,0.025821596244131457,-0.0001117817965997043,0.0002303540860632394,-0.002347417840375587
2024-06-12,2024-06-12,0.027624309392265192,0.019337016574585635,0.00048748778412892785,0.00025384500385408555,0.008287292817679558
2024-07-31,2024-07-31,0.026385224274406333,0.018469656992084433,0.0004656215774529601,0.00023240871002115055,0.0079155672823219
2024-09-18,2024-09-18,0.026595744680851064,0.018617021276595744,0.0004693366432305103,0.00023671605089387832,0.007978723404255319
2024-11-07,2024-11-07,0.020710059171597635,0.020710059171597635,0.0,0.0002353415801582596,0.0
2024-12-18,2024-12-18,0.019178082191780823,0.019178082191780823,0.0,0.0002051131774248581,0.0
2025-01-29,2025-01-29,0.02147239263803681,0.015337423312883436,0.0005112474011588311,0.00021155066516879067,0.006134969325153374
2025-03-19,2025-03-19,0.015584415584415584,0.02077922077922078,-0.00037105748741055055,0.00018091361284936692,-0.005194805194805195
2025-05-07,2025-05-07,0.017543859649122806,0.017543859649122806,0.0,0.00019173616998092592,0.0
2025-06-18,2025-06-18,0.015873015873015872,0.01904761904761905,-0.00028860026236390113,0.00020302694603260453,-0.0031746031746031746
2025-07-30,2025-07-30,0.014492753623188406,0.014492753623188406,0.0,0.00015752992983068958,0.0
2025-09-17,2025-09-17,0.014084507042253521,0.016901408450704224,-0.0002560819229426165,0.00017310567217794455,-0.0028169014084507044
2025-10-29,2025-10-29,0.012953367875647668,0.015544041450777202,-0.00023551575814670687,0.00015321187727533866,-0.0025906735751295338
2025-12-10,2025-12-10,0.012315270935960592,0.017241379310344827,-0.0004105089969896033,0.00014927601059105762,-0.0049261083743842365
